25033,7613,7
24917,7620,4
36988,7624,90
34668,7714,38
53696,7752,18
33431,7770,3
27223,7773,1
31144,7774,20
157028,7794,4
32937,7798,6
53900,7804,6
56630,7810,6
53548,7816,8
76617,7824,4
34201,7828,3
25228,7831,137
169097,7968,15
74079,7983,4
30893,7987,2
27100,7989,1
33124,7990,13
31520,8003,3
32185,8006,4
34399,8010,3
31660,8013,6
40803,8019,10
54030,8029,0
3876,8029,3
32641,8032,4
29255,8036,3
28203,8039,6
53391,8045,7
57102,8052,2
24884,8054,7
56075,8061,2
57209,8063,9
47851,8072,3
226,8075,1
33844,8076,3
30786,8079,3
29082,8082,1
37329,8083,92
28049,8175,6
31979,8181,1
22420,8182,19
33094,8201,1
28739,8202,37
55606,8239,0
34769,8239,18
33676,8257,8
36090,8265,3
30087,8268,4
79061,8272,9
33571,8281,3
28564,8284,1
7830,8285,3
29254,8288,1
34900,8289,2
31848,8291,8
30948,8299,5
41266,8304,8
77595,8312,4
33242,8316,5
46411,8321,4
34068,8325,4
35872,8329,89
179195,8418,39
27634,8457,4
35652,8461,36
15971,8497,8
36234,8505,3
25381,8508,0
35750,8508,11
53229,8519,2
52712,8521,3
25869,8524,4
34508,8528,4
41791,8532,7
54438,8539,7
31647,8546,3
20472,8549,4
36626,8553,5
52573,8558,0
27741,8558,9
33399,8567,1
52892,8568,2
22091,8570,8
36931,8578,17
16440,8595,3
178630,8598,0
1660,8598,4
17986,8602,140
66420,8742,19
55222,8761,7
31159,8768,4
30548,8772,3
31092,8775,6
55842,8781,4
74992,8785,4
30858,8789,10
53832,8799,1
46293,8800,7
3929,8807,4
62636,8811,7
57229,8818,5
52417,8823,6
54332,8829,2
54636,8831,8
31891,8839,1
41705,8840,11
30860,8851,1
78020,8852,148
36734,9000,25
155857,9025,4
41133,9029,3
21351,9032,6
53873,9038,5
53391,9043,4
32022,9047,5
41435,9052,3
32614,9055,6
52592,9061,3
31372,9064,4
13122,9068,2
54104,9070,10
76653,9080,4
31485,9084,3
34612,9087,5
37557,9092,0
39079,9092,7
31406,9099,6
53592,9105,154
31092,9259,7
56462,9266,3
29992,9269,5
32279,9274,1
53329,9275,6
32984,9281,1
30664,9282,8
40483,9290,2
62018,9292,6
53179,9298,5
8476,9303,4
37014,9307,4
12971,9311,3
55145,9314,8
62874,9322,3
32753,9325,4
35847,9329,5
78876,9334,8
32117,9342,3
33494,9345,3
23472,9348,0
36142,9348,7
29093,9355,4
31625,9359,140
35912,9499,6
53730,9505,4
35772,9509,13
45179,9522,1
41325,9523,0
226,9523,3
33144,9526,4
31792,9530,3
30991,9533,4
36219,9537,8
31506,9545,0
36237,9545,19
54209,9564,12
32759,9576,5
33518,9581,6
53882,9587,15
37356,9602,0
36292,9602,6
53551,9608,9
17199,9617,89
39968,9706,4
35492,9710,25
41649,9735,4
34171,9739,4
36080,9743,7
30770,9750,9
53111,9759,5
31295,9764,0
35615,9764,7
62144,9771,3
28086,9774,22
167455,9796,5
38371,9801,3
32213,9804,4
34439,9808,6
55190,9814,3
31557,9817,6
47573,9823,4
36053,9827,3
31056,9830,91
37990,9921,27
31713,9948,4
36301,9952,13
52627,9965,4
33843,9969,1
537,9970,6
31351,9976,1
29882,9977,21
31739,9998,5
50434,10003,4
31608,10007,11
39345,10018,3
27574,10021,8
38060,10029,4
73971,10033,4
32121,10037,8
36038,10045,5
53022,10050,9
79437,10059,0
38934,10059,7
25112,10066,4
33624,10070,3
31900,10073,1
34503,10074,7
31717,10081,109
151803,10190,0
33155,10190,26
36075,10216,45
40921,10261,6
55512,10267,0
31736,10267,6
53519,10273,3
29360,10276,4
34166,10280,0
8061,10280,14
33887,10294,1
90887,10295,3
36077,10298,5
39859,10303,3
30894,10306,7
28887,10313,0
31837,10313,3
30659,10316,3
31456,10319,4
35587,10323,1
4239,10324,3
25753,10327,7
31371,10334,1
33133,10335,6
25419,10341,2
28733,10343,1
28391,10344,2
31491,10346,3
24951,10349,4
34058,10353,101
34013,10454,47
36019,10501,3
31967,10504,1
34460,10505,12
29163,10517,4
32131,10521,7
31794,10528,0
34316,10528,3
31477,10531,4
36840,10535,7
32932,10542,1
24753,10543,2
25126,10545,7
30995,10552,1
32843,10553,3
37860,10556,4
31683,10560,4
36067,10564,4
34382,10568,3
33644,10571,4
34776,10575,4
34242,10579,7
33023,10586,1
33278,10587,2
26766,10589,3
25804,10592,7
27395,10599,1
33934,10600,5
30880,10605,1
27237,10606,133
34890,10739,20
21853,10759,0
35311,10759,8
32095,10767,4
33941,10771,1
27182,10772,1
26431,10773,3
31727,10776,4
34678,10780,8
35201,10788,4
30352,10792,3
34574,10795,3
32722,10798,1
31415,10799,6
32074,10805,1
31551,10806,6
31540,10812,1
30944,10813,3
30000,10816,3
32468,10819,4
32243,10823,3
31962,10826,4
31058,10830,3
28426,10833,1
12845,10834,6
26420,10840,1
25308,10841,3
34125,10844,7
31332,10851,70
31265,10921,22
32787,10943,59
34610,11002,3
31294,11005,0
33088,11005,13
29628,11018,4
35133,11022,3
26883,11025,4
34560,11029,7
30817,11036,1
35007,11037,3
32969,11040,3
31005,11043,8
30393,11051,2
26011,11053,1
27926,11054,7
42860,11061,0
29787,11061,2
25346,11063,4
32790,11067,6
31782,11073,1
25732,11074,3
31092,11077,3
31410,11080,4
31992,11084,3
33394,11087,4
32058,11091,4
33977,11095,2
25517,11097,4
31948,11101,8
31728,11109,69
33843,11178,78
34710,11256,7
61507,11263,3
34579,11266,4
32030,11270,3
31386,11273,3
25345,11276,4
32527,11280,4
33334,11284,3
26495,11287,3
31048,11290,4
31283,11294,3
33729,11297,3
27616,11300,4
30225,11304,6
30929,11310,1
26847,11311,6
31502,11317,1
31307,11318,2
31432,11320,4
30951,11324,6
28068,11330,2
31657,11332,1
19034,11333,3
29487,11336,3
30602,11339,8
30490,11347,2
30667,11349,1
31280,11350,7
30872,11357,142
30659,11499,1
31134,11500,4
3957,11504,2
16178,11506,2
40789,11508,11
39751,11519,3
31440,11522,3
25749,11525,4
31234,11529,3
32010,11532,4
31816,11536,3
31567,11539,8
30888,11547,12
37184,11559,6
36020,11565,2
25335,11567,42
49464,11609,18
32797,11627,11
31671,11638,42
31047,11680,4
33642,11684,18
30901,11702,4
33808,11706,14
35883,11720,0
34796,11720,4
33585,11724,3
31930,11727,4
32119,11731,12
24781,11743,2
31681,11745,1
24744,11746,13
34150,11759,7
30604,11766,0
35845,11766,4
31902,11770,3
31626,11773,4
32519,11777,2
25196,11779,8
33606,11787,4
31661,11791,3
26655,11794,3
33642,11797,0
34231,11797,4
34653,11801,3
32945,11804,4
32260,11808,3
30838,11811,4
32576,11815,4
34297,11819,3
29247,11822,4
32470,11826,114
32085,11940,14
35775,11954,0
32868,11954,13
31063,11967,1
4174,11968,3
26836,11971,4
38196,11975,9
37832,11984,14
41684,11998,8
41601,12006,0
38432,12006,13
39198,12019,5
35865,12024,19
170732,12043,6
53490,12049,8
74404,12057,3
27648,12060,7
61980,12067,6
57787,12073,6
53827,12079,0
33864,12079,12
78607,12091,96
33914,12187,22
53505,12209,4
38179,12213,9
35698,12222,41
57515,12263,4
36177,12267,2
53737,12269,7
32905,12276,1
35645,12277,4
375,12281,4
36199,12285,1
53385,12286,2
12658,12288,7
29682,12295,2
20646,12297,3
47451,12300,10
53271,12310,6
55994,12316,4
40423,12320,4
36166,12324,5
41074,12329,4
41171,12333,0
35995,12333,13
76787,12346,6
54320,12352,103
37939,12455,21
46277,12476,28
52942,12504,1
41611,12505,16
50271,12521,7
63905,12528,4
36509,12532,3
25398,12535,4
36021,12539,10
56796,12549,2
53586,12551,10
53213,12561,5
31709,12566,1
55252,12567,5
53621,12572,6
52686,12578,9
39073,12587,1
19976,12588,2
35523,12590,3
41685,12593,0
1703,12593,5
549,12598,3
32432,12601,0
33305,12601,10
52874,12611,168
179466,12779,5
39865,12784,10
89271,12794,6
54327,12800,2
57355,12802,8
32654,12810,2
22221,12812,9
77395,12821,4
78465,12825,3
20787,12828,10
54003,12838,1
53427,12839,8
35544,12847,2
15039,12849,1
11966,12850,0
35015,12850,7
34513,12857,1
31276,12858,143
52706,13001,14
41409,13015,4
31719,13019,1
12476,13020,1
7694,13021,10
53678,13031,1
46535,13032,5
37247,13037,6
56281,13043,6
18097,13049,17
156364,13066,0
36244,13066,21
155876,13087,3
28355,13090,2
22531,13092,2
31993,13094,8
52888,13102,9
75214,13111,150
56150,13261,3
31584,13264,4
37070,13268,8
64074,13276,19721
6468,32997,1123
1662,34120,48596
32038,82716,4
30868,82720,18
29625,82738,1
32517,82739,7
26301,82746,3
34534,82749,4
30934,82753,5
31443,82758,4
33410,82762,3
27157,82765,3
33571,82768,8
31795,82776,2
30940,82778,1
26854,82779,5
18930,82784,2
30891,82786,5
31594,82791,1
34551,82792,7
32598,82799,3
31710,82802,0
30915,82802,3
28498,82805,14
55581,82819,4
31184,82823,3
33939,82826,8
25392,82834,1
40465,82835,3
31978,82838,3
25009,82841,121
25857,82962,2
21699,82964,4
31335,82968,12
54249,82980,0
381,82980,4
41158,82984,3
30523,82987,1
31166,82988,3
35742,82991,3
32046,82994,3
25392,82997,4
34339,83001,3
30037,83004,8
31552,83012,4
35682,83016,93
32777,83109,1
33063,83110,3
32880,83113,15
26611,83128,1
28517,83129,6
32159,83135,3
31717,83138,4
34513,83142,8
32910,83150,1
41622,83151,10
32383,83161,1
41081,83162,7
34002,83169,27
53320,83196,24
33326,83220,4
32841,83224,4
34004,83228,5
54254,83233,4
34347,83237,4
35274,83241,1
4268,83242,3
31684,83245,5
41484,83250,4
35947,83254,3
27237,83257,4
30923,83261,3
31964,83264,4
33069,83268,4
35151,83272,3
32876,83275,63
21875,83338,9
34029,83347,23
24952,83370,2
20003,83372,3
27326,83375,9
36843,83384,4
30819,83388,3
31647,83391,4
31452,83395,4
38395,83399,3
32472,83402,4
32771,83406,52
37516,83458,4
34230,83462,3
30554,83465,4
35919,83469,11
30896,83480,4
31053,83484,3
27535,83487,3
33869,83490,1
37963,83491,3
34849,83494,4
7590,83498,4
31075,83502,3
24895,83505,4
30671,83509,1
12349,83510,3
29710,83513,0
33733,83513,3
28044,83516,8
33655,83524,3
24954,83527,2
26891,83529,0
35921,83529,70
34896,83599,10
35929,83609,4
34306,83613,17
33574,83630,1
31350,83631,3
34540,83634,4
31777,83638,3
31908,83641,8
30856,83649,72
32609,83721,4
38888,83725,3
25858,83728,4
31818,83732,0
37967,83732,3
31729,83735,8
33974,83743,3
31741,83746,0
31523,83746,4
35489,83750,7
32349,83757,4
31438,83761,4
35613,83765,3
25278,83768,2
33147,83770,1
27471,83771,2
30655,83773,7
25197,83780,1
1584,83781,2
31665,83783,1
31759,83784,7
33790,83791,4
31731,83795,4
39036,83799,44
31282,83843,1
31196,83844,26
39812,83870,4
33713,83874,9
30037,83883,4
31546,83887,69
25768,83956,7
28926,83963,3
25503,83966,14
35231,83980,0
34794,83980,3
30507,83983,8
34930,83991,0
35642,83991,7
27816,83998,3
26483,84001,3
29221,84004,1
34604,84005,2
31974,84007,1
3977,84008,9
50186,84017,3
31544,84020,1
32919,84021,3
31287,84024,7
31549,84031,2
25380,84033,2
30702,84035,5
30770,84040,1
32848,84041,3
34073,84044,2
12988,84046,3
33934,84049,4
32578,84053,4
487,84057,51
25721,84108,1
32414,84109,7
37145,84116,81
31303,84197,4
31453,84201,20
33636,84221,0
31531,84221,4
36465,84225,3
30965,84228,7
24955,84235,3
26415,84238,4
34914,84242,0
8542,84242,3
32987,84245,0
28132,84245,7
26602,84252,1
30945,84253,7
32500,84260,6
53421,84266,4
32307,84270,3
31168,84273,4
31935,84277,2
18286,84279,0
32161,84279,3
34265,84282,2
16300,84284,4
34566,84288,8
31924,84296,3
31575,84299,4
30220,84303,4
31029,84307,1
24706,84308,2
31829,84310,0
17457,84310,150
56918,84460,4
35926,84464,4
33949,84468,12
34932,84480,3
27387,84483,4
32083,84487,4
41788,84491,4
30975,84495,4
30095,84499,3
29385,84502,4
33322,84506,4
35860,84510,4
35729,84514,3
30618,84517,5
39972,84522,4
41760,84526,4
36130,84530,6
57282,84536,3
25534,84539,3
29374,84542,5
37169,84547,3
30400,84550,3
31312,84553,6
47536,84559,6
54363,84565,3
35272,84568,131
31356,84699,21
31457,84720,3
34578,84723,3
19682,84726,4
35887,84730,5
53426,84735,8
64273,84743,5
53380,84748,5
39611,84753,19
170863,84772,4
36823,84776,3
34621,84779,6
53037,84785,8
32018,84793,1
76945,84794,7
34066,84801,2
23460,84803,1
41083,84804,10
53516,84814,146
32452,84960,9
36125,84969,5
53649,84974,1
35776,84975,3
31546,84978,10
53005,84988,6
52627,84994,6
52619,85000,2
25401,85002,2
34170,85004,110
75469,85114,30
155239,85144,6
54103,85150,3
31565,85153,4
38385,85157,7
57683,85164,3
31637,85167,7
62011,85174,45
74669,85219,7
61208,85226,6
56168,85232,6
53664,85238,4
32033,85242,4
77953,85246,8
34139,85254,2
21677,85256,2
34491,85258,10
64581,85268,76
37117,85344,4
31289,85348,19
25538,85367,6
52791,85373,13
31561,85386,0
34579,85386,4
37754,85390,21
157104,85411,57
156600,85468,12
32968,85480,4
34195,85484,4
31692,85488,2
22657,85490,6
56312,85496,4
33699,85500,4
31568,85504,3
25799,85507,3
31277,85510,3
27281,85513,3
29450,85516,4
30996,85520,4
34215,85524,3
33637,85527,71
33667,85598,10
40065,85608,3
27771,85611,1
4264,85612,14
32307,85626,6
24885,85632,2
32230,85634,2
30989,85636,3
29781,85639,10
58463,85649,3
25290,85652,4
32076,85656,67
88849,85723,4
31509,85727,7
31503,85734,4
30906,85738,3
30970,85741,4
33673,85745,3
30912,85748,5
46789,85753,4
33287,85757,1
12444,85758,4
34341,85762,6
53238,85768,4
35681,85772,0
38439,85772,8
30960,85780,3
30586,85783,3
31518,85786,0
35441,85786,52
31804,85838,7
25352,85845,25
33075,85870,2
25882,85872,3
25718,85875,9
35062,85884,3
31730,85887,1
32548,85888,7
32117,85895,60
32719,85955,4
34561,85959,22
25609,85981,2
53190,85983,5
28374,85988,4
34070,85992,0
34373,85992,1
7271,85993,7
31643,86000,0
32054,86000,4
38087,86004,7
28640,86011,3
26422,86014,1
38217,86015,7
30855,86022,1
39228,86023,3
33525,86026,7
30673,86033,4
34832,86037,3
24968,86040,0
37224,86040,4
4458,86044,3
31737,86047,0
30635,86047,3
26773,86050,60
53645,86110,3
31042,86113,14
25796,86127,7
32922,86134,86
31562,86220,2
18188,86222,8
78550,86230,0
30678,86230,12
75052,86242,4
34241,86246,3
31955,86249,4
31142,86253,3
28738,86256,7
67730,86263,4
27996,86267,3
35350,86270,4
34811,86274,4
34023,86278,4
33790,86282,3
31737,86285,4
33321,86289,3
31233,86292,4
31423,86296,4
35963,86300,4
32318,86304,0
504,86304,4
35521,86308,3
25919,86311,3
30434,86314,30
31738,86344,3
24935,86347,110
26609,86457,3
25348,86460,3
31823,86463,0
1620,86463,16
57914,86479,24
179289,86503,5
52662,86508,0
35895,86508,7
25296,86515,3
29850,86518,4
35901,86522,4
32941,86526,3
34560,86529,1
34179,86530,7
33932,86537,2
31135,86539,1
25363,86540,7
30986,86547,4
39875,86551,3
26945,86554,3
27067,86557,4
30797,86561,4
40582,86565,2
18941,86567,4
33590,86571,150
32651,86721,3
26196,86724,3
31679,86727,4
31366,86731,3
30217,86734,7
35764,86741,3
29864,86744,4
31593,86748,0
41717,86748,9
27627,86757,1
53561,86758,7
32612,86765,4
35774,86769,3
34671,86772,4
36849,86776,0
29658,86776,3
31705,86779,8
31607,86787,3
32009,86790,4
34613,86794,4
31943,86798,3
30826,86801,3
31256,86804,4
29551,86808,3
32862,86811,6
49900,86817,3
31597,86820,0
33312,86820,138
46575,86958,24
33026,86982,3
33659,86985,0
34730,86985,7
30351,86992,0
32015,86992,10
52866,87002,4
33961,87006,3
30657,87009,0
41348,87009,3
29104,87012,3
25198,87015,4
31591,87019,7
31879,87026,82
35969,87108,4
34688,87112,21
53570,87133,0
32625,87133,10
34761,87143,4
34547,87147,0
39298,87147,4
31841,87151,2
24713,87153,8
31708,87161,3
30791,87164,1
34761,87165,54
33953,87219,1
12415,87220,2
31516,87222,1
22957,87223,7
35773,87230,0
36110,87230,8
53390,87238,3
30499,87241,7
31170,87248,1
27727,87249,3
32934,87252,9
75817,87261,8
35853,87269,3
31802,87272,4
35170,87276,0
31076,87276,2
26265,87278,2
16850,87280,57
32516,87337,32
30306,87369,5
8367,87374,4
34188,87378,11
31511,87389,3
26829,87392,4
41064,87396,4
30033,87400,3
31763,87403,3
31166,87406,1
32954,87407,46
32428,87453,7
31268,87460,19
25094,87479,3
24758,87482,4
33381,87486,4
35322,87490,4
37420,87494,3
31275,87497,4
32683,87501,3
32572,87504,7
57797,87511,3
29192,87514,8
77209,87522,4
30962,87526,4
35550,87530,4
41321,87534,2
16302,87536,4
33770,87540,4
41573,87544,55
35148,87599,9
13092,87608,22
58039,87630,3
33556,87633,6
53905,87639,7
34329,87646,3
30866,87649,71
33503,87720,6
55845,87726,2
19801,87728,6
53026,87734,8
53166,87742,6
58062,87748,9
78975,87757,20
180201,87777,1
12520,87778,5
41669,87783,4
35624,87787,4
40059,87791,7
57517,87798,8
77652,87806,62
41684,87868,15
64718,87883,18
53965,87901,58
53306,87959,22
64948,87981,5
46937,87986,7
56713,87993,6
53666,87999,3
35982,88002,10
53390,88012,2
54312,88014,7
60454,88021,7
62039,88028,2
24125,88030,6
53491,88036,7
57821,88043,68
173133,88111,26
52317,88137,83
46719,88220,5
52683,88225,4
36515,88229,16
77599,88245,9
89022,88254,5
41923,88259,9
76412,88268,6
53341,88274,2
20049,88276,18
159274,88294,4
38369,88298,6
56522,88304,6
52732,88310,0
381,88310,7
47620,88317,21
52872,88338,878
6628,89216,6000
1122,95216,18400
1368988,113616,425
1222038,114041,300
1337972,114341,298
1350600,114639,504
1198233,115143,274
1188554,115417,259
1172080,115676,262
1152966,115938,479
1902142,116417,462
1664738,116879,498
1856425,117377,488
1774640,117865,288
1244357,118153,430
1263007,118583,281
1212262,118864,370
1236002,119234,458
1594454,119692,270
1225690,119962,371
1228053,120333,313
1404597,120646,476
1267314,121122,231
1239177,121353,313
1212874,121666,399
1253213,122065,304
1444419,122369,461
1456141,122830,529
1980380,123359,470
1571210,123829,531
2163473,124360,300
1391138,124660,708
2088160,125368,510
1952662,125878,537
2208650,126415,407
1020465,126822,271
1038877,127093,284
1358820,127377,486
1722026,127863,749
2750298,128612,522
1209326,129134,733
3074959,129867,258
1001041,130125,296
1360681,130421,729
2053259,131150,673
2577420,131823,328
1518808,132151,481
1681157,132632,558
1771451,133190,627
1722803,133817,319
1419239,134136,528
2142334,134664,510
1955849,135174,451
1450813,135625,536
2151807,136161,446
1341056,136607,1194
3964544,137801,301
1257127,138102,520
2036071,138622,40
369656,138662,442
1328012,139104,369
1153435,139473,95
392700,139568,227
753830,139795,76
593437,139871,162
374153,140033,91
593955,140124,508
1923935,140632,149
627520,140781,136
633619,140917,213
518696,141130,73
666606,141203,374
792876,141577,241
801302,141818,42
369433,141860,214
723401,142074,61
403450,142135,156
432871,142291,111
693187,142402,232
716600,142634,161
637917,142795,229
990536,143024,186
938184,143210,4
38055,143214,146
34217,143360,20
31587,143380,0
35065,143380,7
32963,143387,3
27403,143390,0
34221,143390,3
26244,143393,15
35864,143408,3
32822,143411,4
34178,143415,3
31733,143418,1
32007,143419,12
35866,143431,3
27755,143434,10
32192,143444,18
29453,143462,76
31593,143538,4
34770,143542,19
32284,143561,1
25484,143562,2
28598,143564,17
31339,143581,2
35009,143583,1
26544,143584,7
31644,143591,2
16154,143593,8
32397,143601,0
35705,143601,7
31258,143608,7
31614,143615,8
33485,143623,0
32461,143623,3
26935,143626,2
26067,143628,3
24850,143631,6
33623,143637,3
32613,143640,8
31535,143648,4
36770,143652,4
33917,143656,124
32827,143780,40
31936,143820,26
30154,143846,3
25066,143849,11
34630,143860,3
25610,143863,2
25354,143865,4
31505,143869,13
31895,143882,3
27884,143885,4
32849,143889,3
27844,143892,25
158071,143917,135
31572,144052,28
31597,144080,4
33287,144084,3
30899,144087,10
31233,144097,7
31498,144104,3
25953,144107,0
35933,144107,10
30488,144117,8
33863,144125,3
31700,144128,4
33802,144132,2
31711,144134,1
31316,144135,3
30977,144138,8
31525,144146,4
33959,144150,2
25065,144152,0
30946,144152,7
33838,144159,5
33033,144164,8
31272,144172,0
34389,144172,8
41425,144180,3
26880,144183,1
31727,144184,106
34336,144290,4
35582,144294,4
34013,144298,14
33672,144312,3
32744,144315,1
32842,144316,2
25293,144318,3
31038,144321,4
29020,144325,3
34466,144328,32
34652,144360,4
37656,144364,0
30923,144364,7
25864,144371,7
13078,144378,3
34872,144381,1
35483,144382,3
29714,144385,8
32686,144393,3
32394,144396,0
35216,144396,8
33858,144404,0
30995,144404,6
21603,144410,0
32291,144410,7
32902,144417,3
31447,144420,1
33363,144421,3
30923,144424,3
29976,144427,3
30700,144430,4
33676,144434,3
25258,144437,83
31962,144520,29
32853,144549,3
27318,144552,4
34176,144556,4
32208,144560,4
30927,144564,3
33628,144567,26
27229,144593,8
31876,144601,18
40237,144619,2
24706,144621,4
32561,144625,7
25309,144632,1
35822,144633,3
41444,144636,7
30714,144643,1
32414,144644,3
31494,144647,7
32871,144654,1
35072,144655,7
31839,144662,4
35950,144666,2
18806,144668,2
31373,144670,1
29539,144671,5
18079,144676,2
30572,144678,6
34774,144684,4
39322,144688,4
33663,144692,1
12377,144693,2
32002,144695,1
30827,144696,90
28644,144786,3
24939,144789,4
30425,144793,18
31110,144811,43
34446,144854,3
30638,144857,8
38989,144865,10
30845,144875,3
29276,144878,0
4137,144878,8
31953,144886,1
39575,144887,10
57731,144897,4
36887,144901,18
156760,144919,2
58218,144921,24
179597,144945,3
12488,144948,3
53479,144951,6
46836,144957,3
26259,144960,6
50068,144966,91
35650,145057,62
31901,145119,2
21246,145121,0
35451,145121,3
30925,145124,6
53379,145130,8
34331,145138,1
41743,145139,9
29065,145148,1
53665,145149,3
37342,145152,1
7513,145153,9
31717,145162,1
